,v_eta_A5,v_eta_D5,v_eta_D4,v_eta_D3,v_eta_D2,v_eta_D1,v_sigma_A5,v_sigma_D5,v_sigma_D4,v_sigma_D3,v_sigma_D2,v_sigma_D1,v_mu_A5,v_mu_D5,v_mu_D4,v_mu_D3,v_mu_D2,v_mu_D1,v_sc_A5,v_sc_D5,v_sc_D4,v_sc_D3,v_sc_D2,v_sc_D1,v_ss_A5,v_ss_D5,v_ss_D4,v_ss_D3,v_ss_D2,v_ss_D1,v_ssk_A5,v_ssk_D5,v_ssk_D4,v_ssk_D3,v_ssk_D2,v_ssk_D1,v_zcr_A5,v_zcr_D5,v_zcr_D4,v_zcr_D3,v_zcr_D2,v_zcr_D1,v_scf_A5,v_scf_D5,v_scf_D4,v_scf_D3,v_scf_D2,v_scf_D1,v_sr_A5,v_sr_D5,v_sr_D4,v_sr_D3,v_sr_D2,v_sr_D1,v_sd_A5,v_sd_D5,v_sd_D4,v_sd_D3,v_sd_D2,v_sd_D1,v_sf_A5,v_sf_D5,v_sf_D4,v_sf_D3,v_sf_D2,v_sf_D1,bpm,filename,database
0,2.2666666666666666,3.0,2.1875,2.7037037037037037,3.7435897435897436,7.512820512820513,0.6798692684790381,0.8944271909999159,0.3903123748998999,0.9355059955788955,0.5415054379985353,0.4998356074261007,2,2,2,2,4,8,2.2205877235344635,1.9736932968090666,5.703661100603178,11.57000902052407,18.040201342371493,22.15589076053605,2.121591077082711,1.6958897827216792,4.21221467806281,7.4930029815027845,9.58988434876143,9.600772325451757,1.7806336598940369,1.5171052952345483,2.1405908384309362,2.65153528891193,5.3952925606446325,9.317446314075504,0.1891892,0.1891892,0.22972973,0.19594595,0.21885522,0.13299663,0.1234105,0.11590023,0.07816649,0.054708727,0.07001205,0.080986984,5.20964591733871,4.515026461693549,9.912109375,19.83767531988189,32.4264705882353,46.016160102739725,-0.07916665,-0.08540659,-0.07951835,-0.071858324,-0.073533885,-0.052101042,0.6986772,0.7428316,0.5941523,0.5166316,0.45366293,0.31832173,99.9563,001.mp3,hainsworth
1,2.4285714285714284,2.125,2.6153846153846154,3.272727272727273,4.786885245901639,5.84,0.7284313590846836,0.33071891388307384,0.4865042554105199,0.7496555682941201,1.7659321979665878,2.411306699696245,2,2,3,3,3,4,3.3732393511795666,3.002518688801497,2.7861477465682962,8.982659127267878,16.896749301670773,19.426277658520537,1.745858974928862,2.1764664145045343,3.561680925941689,6.06120057080007,10.279488206877337,12.4966111352534,1.378299815594481,1.8119653553738213,2.830403802161413,2.540504491929917,4.847648526022998,6.832786414299147,0.24324325,0.24324325,0.17567568,0.20945945,0.15151516,0.07575758,0.11879787,0.12807195,0.117168784,0.052065626,0.052471176,0.052256994,5.035991053427419,5.035991053427419,8.544921875,17.463936392716537,35.12867647058823,51.578553082191775,-0.040836055,-0.08746153,-0.13913529,-0.070925504,-0.043363184,-0.034508247,0.60906774,0.67198867,0.49896252,0.5220401,0.53004247,0.3612807,115.1964,002.mp3,hainsworth
2,2.2666666666666666,3.4,4.25,2.8076923076923075,4.294117647058823,5.490566037735849,0.6798692684790381,1.3564659966250538,1.713913650100261,0.832938762604143,1.5248801643312613,2.262263364124055,2,3,3,2,4,4,2.8416585873577174,1.6888904844964399,1.710609628140333,9.618858389421217,16.41864587537345,18.560230514251458,2.0479020361147398,1.596510785906248,2.37952755680257,6.876227662624589,9.608131012609764,11.967555555528303,1.6451827451760141,2.127719600883537,3.1216736047606988,2.4043923909725304,4.661187349246382,5.901765136882536,0.1891892,0.08108108,0.0945946,0.22297297,0.18518518,0.0959596,0.11564907,0.11510888,0.114197716,0.049264193,0.046284087,0.038312264,5.20964591733871,4.341371597782258,7.177734375,17.124830831692915,34.453125,47.36461900684932,-0.06311425,-0.05725485,-0.095241025,-0.057708316,-0.02453472,-0.017612105,0.7280345,0.83829635,0.5741072,0.62251925,0.6147178,0.47274312,125.1763,003.mp3,hainsworth
3,2.5,2.4285714285714284,2.5,3.0,3.3488372093023258,4.388059701492537,0.5,0.49487165930539356,0.6267831705280087,1.0408329997330663,1.4123001349478117,2.143753326479971,2,2,2,3,2,3,1.259392371227596,2.119780847537249,4.736853195811183,9.38241049305821,13.165576354248604,7.953576977675142,1.49696908045009,1.7763859882055166,3.910153591730125,6.45033236735567,12.058934779072423,14.227919588870666,2.3988164173763655,1.4864635663207633,1.3873429468548928,1.0187086339475333,2.7594001456027972,9.036140793178609,0.027027028,0.24324325,0.2027027,0.22297297,0.18518518,0.045454547,0.14793195,0.114418045,0.055338677,0.02954295,0.032578655,0.057395924,4.341371597782258,4.341371597782258,9.228515625,17.124830831692915,33.77757352941176,50.73576626712329,-0.10884899,-0.051008597,-0.0044682724,-0.014123133,-0.043005876,-0.11622444,0.68681395,0.69030464,0.67464316,0.7151717,0.6144871,0.46763432,87.28,006.mp3,hainsworth
4,2.6666666666666665,2.4285714285714284,2.5384615384615383,3.4761904761904763,5.37037037037037,6.0625,0.74535599249993,0.49487165930539356,0.6343239424027171,1.5312319229346218,2.021150170317371,3.255804112145979,2,2,2,2,5,3,1.181598853181051,0.7589335501348294,0.8171363040793063,1.3443235056220129,5.781223171066585,9.016450358322517,1.6676640464529868,1.2999415446088647,1.8865758416118943,3.2280956728566266,5.394086667721319,8.258881775421772,3.028469483848621,3.211471462416961,4.587474162948463,5.9602909639901025,2.4852055419188086,2.6610763617058684,0.08108108,0.027027028,0.067567565,0.033783782,0.077441074,0.062289562,0.16504703,0.1978027,0.17853029,0.13157319,0.03740304,0.024493843,4.515026461693549,4.341371597782258,7.6904296875,14.411986343503937,18.74655330882353,30.677440068493148,-0.13669819,-0.19252284,-0.21861829,-0.21045731,-0.044305366,-0.02946252,0.7509625,0.6701487,0.4631515,0.50156516,0.46137327,0.28578517,62.842,007.mp3,hainsworth
5,2.2,2.5384615384615383,3.5555555555555554,2.8076923076923075,4.424242424242424,7.435897435897436,0.39999999999999997,0.7457969011409737,0.8314794192830981,1.2095527071935686,1.0739421301011727,2.3620381441900573,2,2,4,2,4,9,3.3015115844203704,3.221313468759948,5.707619164568676,10.479784132614741,16.16768025784648,18.3212620852876,1.8574598320458935,1.8634952180557247,2.5506968123084466,6.302695912455609,9.306359526386274,11.499367564337923,1.5727816694087942,1.179400455375278,2.3989587797192415,2.1794733408295874,3.600114515993131,4.260337505194117,0.35135135,0.2972973,0.27027026,0.27702704,0.17171717,0.09259259,0.107410915,0.10614461,0.09020554,0.04290162,0.038898308,0.029171532,4.862336189516129,4.862336189516129,9.228515625,17.972594734251967,32.93313419117647,45.51048801369863,-0.003950949,0.019702012,-0.011711673,-0.02964485,-0.012263982,-0.0065551936,0.7620419,0.7055841,0.6006689,0.5812336,0.5550321,0.3855331,104.2442,008.mp3,hainsworth
6,2.8333333333333335,3.4,2.5384615384615383,3.55,3.4523809523809526,5.596153846153846,0.6871842709362768,0.48989794855663565,0.7457969011409737,1.023474474522936,1.1381350859730588,1.4578648162587666,3,3,2,4,3,6,1.4543049224718105,2.2533269389168096,6.071075491010677,6.509016069069548,10.39322350947404,19.65357845952201,1.5388412875230035,1.5428384054878443,3.872101503747695,6.582293930774164,10.428741841896422,13.121209514356336,2.2904716090850736,0.8412831216411787,0.9931307745441684,3.673929480995804,4.510401945087278,5.096349527409245,0.13513513,0.1891892,0.2972973,0.12837838,0.13804714,0.124579124,0.13151231,0.09631679,0.046890967,0.06304627,0.052534092,0.033502672,4.341371597782258,4.341371597782258,10.25390625,17.294383612204726,29.217601102941178,50.06153681506849,-0.090597585,-0.034160748,0.00203802,-0.08491209,-0.096524365,-0.016771272,0.768752,0.73338115,0.7117296,0.682825,0.55191684,0.41051736,157.1869,009.mp3,hainsworth
7,2.5384615384615383,2.4615384615384617,2.5714285714285716,2.4827586206896552,3.2444444444444445,6.212765957446808,0.49851851526214314,0.6343239424027171,0.6226998490772391,0.5645070877153413,0.7041324230113271,1.413252928120478,3,2,2,2,3,7,2.839604725112753,1.8447320099816105,3.736243831384861,10.197196172206034,15.171894973524905,19.999610270110562,2.0353870028955896,2.0093247256054934,3.9302071979896587,7.798131862981336,12.945769928421255,14.188348610075925,0.9984570026878389,2.322006063330815,2.7953314979649786,2.9448486615765703,4.429321476756355,5.6315929759439465,0.24324325,0.08108108,0.14864865,0.25,0.21885522,0.13636364,0.09935551,0.14658423,0.100162424,0.06302516,0.050966933,0.035875365,4.862336189516129,4.688681325604839,9.228515625,17.803041953740156,33.439797794117645,51.07288099315069,-0.03541318,-0.11041194,-0.10816269,-0.0725789,-0.07940367,-0.040446553,0.72745293,0.7339901,0.65204567,0.53821856,0.5458612,0.44578055,109.8484,010.mp3,hainsworth
8,2.2857142857142856,3.0,3.4,2.6666666666666665,3.458823529411765,6.0625,0.4517539514526257,1.0954451150103321,0.7999999999999999,0.90267093384844,0.8051735826949965,1.5465856210806221,2,2,3,2,3,7,1.588974486731629,1.9195409719760166,3.386288016364754,12.333534111461285,17.712169010663285,21.413450788327992,1.7504942161003216,1.8159995976761238,3.5861083086531296,7.198942470570661,11.55750209551059,11.852255097305195,2.1671089986130534,1.7235192808802449,2.610924092467385,1.9851501451497056,4.410870070724149,5.5869275322777225,0.13513513,0.08108108,0.0945946,0.22297297,0.17845118,0.13299663,0.13416028,0.12421076,0.09855469,0.043265313,0.049506612,0.037803497,4.515026461693549,4.688681325604839,9.0576171875,18.820358636811022,35.63534007352941,48.8816352739726,-0.09232114,-0.07102391,-0.08523469,-0.05146197,-0.08285261,-0.052470643,0.73174524,0.70587116,0.6353956,0.59763753,0.51619166,0.39498192,106.5417,011.mp3,hainsworth
9,2.8333333333333335,2.2857142857142856,2.5714285714285716,3.3181818181818183,5.068965517241379,5.192982456140351,0.6871842709362768,0.4517539514526257,0.6226998490772391,0.8194434716963612,2.0997706686397697,2.7301988648809954,3,2,2,3,7,3,2.1118189832197007,2.6315915030983836,6.203105250308873,11.310557040480601,15.336449900041787,16.504931675290766,1.7378336733026931,1.9942870443155276,3.063326341820184,4.696605101518136,11.43729799059788,15.568485715393312,1.5478221619625008,1.6235519703798116,1.5478246672529767,3.5753477293661624,4.265343051399061,5.477671230919713,0.1891892,0.2972973,0.2837838,0.27702704,0.15151516,0.09259259,0.117677085,0.11801381,0.070143074,0.06843443,0.040531777,0.032229155,4.515026461693549,4.688681325604839,9.228515625,17.803041953740156,36.81755514705882,52.421339897260275,-0.070549965,-0.066825956,-0.0355161,-0.02428348,-0.031794652,-0.051359322,0.74570304,0.6850325,0.5574812,0.5188458,0.6042561,0.44803706,97.2619,012.mp3,hainsworth
