,v_eta_A5,v_eta_D5,v_eta_D4,v_eta_D3,v_eta_D2,v_eta_D1,v_sigma_A5,v_sigma_D5,v_sigma_D4,v_sigma_D3,v_sigma_D2,v_sigma_D1,v_mu_A5,v_mu_D5,v_mu_D4,v_mu_D3,v_mu_D2,v_mu_D1,v_sc_A5,v_sc_D5,v_sc_D4,v_sc_D3,v_sc_D2,v_sc_D1,v_ss_A5,v_ss_D5,v_ss_D4,v_ss_D3,v_ss_D2,v_ss_D1,v_ssk_A5,v_ssk_D5,v_ssk_D4,v_ssk_D3,v_ssk_D2,v_ssk_D1,v_zcr_A5,v_zcr_D5,v_zcr_D4,v_zcr_D3,v_zcr_D2,v_zcr_D1,v_scf_A5,v_scf_D5,v_scf_D4,v_scf_D3,v_scf_D2,v_scf_D1,v_sr_A5,v_sr_D5,v_sr_D4,v_sr_D3,v_sr_D2,v_sr_D1,v_sd_A5,v_sd_D5,v_sd_D4,v_sd_D3,v_sd_D2,v_sd_D1,v_sf_A5,v_sf_D5,v_sf_D4,v_sf_D3,v_sf_D2,v_sf_D1,bpm,filename,database
0,4.0,4.0,7.75,4.294117647058823,4.055555555555555,6.0625,0.0,0.0,0.4330127018922193,2.2166404331078553,1.6320478690631537,2.211770124432766,4,4,8,2,4,4,2.880247893110953,2.921189134858383,2.912166338700325,3.810879723600985,12.202986991619886,14.188490739820425,1.2885292421942882,1.2037306983855574,1.8557302557930668,4.089439115991281,10.246355951591731,11.355744405149677,2.1980747363727158,2.3574068781822786,3.3681634553482174,3.685875440615113,2.2227201594646826,2.7737426062837356,0.24324325,0.24324325,0.12162162,0.08783784,0.104377106,0.065656565,0.18588367,0.20218375,0.14510629,0.082890496,0.02408745,0.020749303,5.20964591733871,5.20964591733871,8.0322265625,14.072880782480313,30.56870404411765,37.92540667808219,-0.018433627,-0.017072778,-0.05075057,-0.07177006,-0.017613338,-0.014940397,0.4296974,0.47674614,0.43790814,0.44174758,0.58539903,0.31755307,48.153999999999996,SMC_001.wav,smc_mirum
1,4.571428571428571,3.7777777777777777,3.4,2.730769230769231,3.2666666666666666,4.819672131147541,1.761261143705422,1.4740554623801778,0.7999999999999999,0.8574421849849212,1.2183777921664711,1.63474765407448,6,4,3,2,3,4,0.8698004419782183,1.2273417052954838,1.297278042507724,1.6496209785479223,1.8091480064824663,2.877931392924437,1.2381119932695777,1.3547721385393217,2.3059315446554924,4.129888702450393,5.761124599379532,8.59651155859662,2.8110456132829045,1.892165329280056,3.7828901058068554,6.225216704663127,8.84639127438669,11.73445569885264,0.027027028,0.08108108,0.067567565,0.06081081,0.030303031,0.018518519,0.1692782,0.14333919,0.15549275,0.1355254,0.11789487,0.098410934,3.8204070060483875,3.8204070060483875,8.203125,16.616172490157478,27.528722426470587,46.18471746575342,-0.1295018,-0.08495082,-0.18089923,-0.20434794,-0.23833011,-0.23407082,0.7205771,0.61736006,0.4559437,0.48111022,0.52650857,0.38083053,65.359,SMC_002.wav,smc_mirum
2,3.2,3.0,3.272727272727273,2.730769230769231,4.083333333333333,4.836065573770492,1.16619037896906,1.4770978917519928,0.8624393618641034,0.5921078583977174,1.5877132402714709,2.1514793070849727,2,2,3,3,5,4,1.8367668617903143,2.3355782875730626,3.6440930534335716,11.743481948243057,18.137483620484673,19.50270495326812,1.7975493383541965,1.9304290663416466,3.422188657732923,6.9294946806292135,11.380963213447922,13.367585075783863,1.9067672674144067,1.6168826141994048,1.723522750952007,2.296378391455771,4.270472966935113,6.1811482419547445,0.08108108,0.13513513,0.12162162,0.30405405,0.15151516,0.1026936,0.12657161,0.10822567,0.07472995,0.047438353,0.049798377,0.03969126,4.515026461693549,4.862336189516129,9.0576171875,17.463936392716537,34.453125,51.74711044520548,-0.071453564,-0.044629887,-0.04200995,-0.045381844,-0.060123224,-0.04804376,0.7374858,0.7988202,0.6117603,0.5364674,0.5024867,0.4468458,67.99600000000001,SMC_003.wav,smc_mirum
3,2.4285714285714284,2.8333333333333335,2.9166666666666665,3.0,2.8,3.945945945945946,0.7284313590846836,0.6871842709362768,1.1873172373979173,1.224744871391589,0.940111442228805,1.6098673093876141,2,3,2,2,2,3,3.2601977319379407,3.013134138710928,4.709306873710654,9.625494598786357,15.906444172618228,17.630995421147016,1.9502310566380041,1.8250446306125756,3.387482371658492,5.904588727766157,14.682337612547828,20.835786743572903,0.982139613531993,0.9022543219849852,1.3243359814976887,1.7802209133147728,3.0993731238353828,6.022310959678639,0.35135135,0.35135135,0.2027027,0.19594595,0.1919192,0.08922559,0.088506736,0.08138554,0.07073806,0.042521648,0.035284746,0.03437785,5.20964591733871,5.035991053427419,8.88671875,17.803041953740156,37.830882352941174,58.826519691780824,-0.03917675,-0.03414238,-0.04531208,-0.027124584,-0.048500717,-0.065289676,0.74460745,0.7760163,0.5589812,0.55248475,0.63695097,0.54716134,56.994,SMC_004.wav,smc_mirum
4,2.8333333333333335,4.666666666666667,3.1818181818181817,3.0,3.094736842105263,4.2898550724637685,0.6871842709362768,0.4714045207910317,1.1922615498730909,1.4142135623730951,1.2403198586657207,1.5797766240499191,3,5,2,2,2,4,1.339157332169245,1.1693682779863666,0.9425708315411203,0.840011498112285,1.4197891236689293,1.0901408419391667,1.5913548808484643,1.2411730829371925,2.0460409593579443,2.98768315028242,5.567185012016042,5.247413138826093,2.3768254306207726,1.9146818075663057,4.2997723923154725,6.566828055765981,9.45752753098788,13.219183986323726,0.08108108,0.13513513,0.04054054,0.02027027,0.030303031,0.008417509,0.142351,0.15548192,0.17695902,0.18308781,0.1382992,0.13453892,4.341371597782258,4.167716733870968,7.861328125,16.616172490157478,31.582031249999996,43.150684931506845,-0.088643566,-0.049059756,-0.16330989,-0.2239941,-0.23310499,-0.30514053,0.7484911,0.5581539,0.49235225,0.38502133,0.54078424,0.36732477,39.709,SMC_005.wav,smc_mirum
5,2.8333333333333335,3.4,2.769230769230769,3.6,3.340909090909091,4.054794520547945,1.0671873729054748,1.4966629547095767,0.5756395979652218,1.2409673645990857,0.9987078428509014,1.6376596311099678,2,2,3,5,3,3,2.9025551667725833,2.928668467496014,5.655567378524894,9.700594520697765,12.47296983597642,9.883593929905562,1.5054536284610018,1.5026913583974402,3.4403624623157323,6.519168765173075,11.841606761428238,16.508419068903397,0.9934951707241013,0.28244818356874324,1.857777110442052,2.0056043667213372,3.706707328619581,8.231818968476038,0.24324325,0.24324325,0.22972973,0.18243243,0.11784512,0.055555556,0.08937675,0.076285176,0.066349596,0.045881733,0.037503682,0.049379896,4.515026461693549,4.688681325604839,8.7158203125,17.803041953740156,32.088694852941174,57.14094606164384,-0.007975514,0.0012005537,-0.05326093,-0.044720307,-0.050093573,-0.101343915,0.73368746,0.7399819,0.69966257,0.53531563,0.68444014,0.5098193,52.129,SMC_006.wav,smc_mirum
6,4.0,2.8333333333333335,5.833333333333333,3.0,3.106382978723404,4.041095890410959,1.0,1.0671873729054748,1.674979270186815,1.0408329997330663,1.5606060273099782,1.7783966625686085,3,2,5,2,2,4,0.7546804500509714,1.062235043464713,0.4329536271771519,0.5151305855598532,0.5992061424250363,0.5624412308381737,1.1155603917200663,1.455141582248255,1.0825571626869517,2.04140160786313,3.012961453570597,3.1556925461012137,2.986461955070775,2.7321831670529435,4.736497310336017,6.969796478789103,9.604696141906308,13.573872468017324,0.027027028,0.027027028,0.013513514,0.006756757,0.01010101,0.0016835016,0.18523781,0.16230531,0.23437217,0.21962392,0.18728213,0.1674484,3.6467521421370965,4.341371597782258,5.9814453125,14.75109190452756,25.164292279411764,35.05993150684931,-0.1063883,-0.0658377,-0.23576327,-0.29765168,-0.2711208,-0.39052933,0.6674283,0.6880174,0.36709514,0.3922354,0.39479393,0.31373844,52.77,SMC_007.wav,smc_mirum
7,4.25,2.8333333333333335,3.272727272727273,2.769230769230769,3.5,3.844155844155844,1.0897247358851685,1.0671873729054748,1.7104443383842525,0.5756395979652218,1.4840420992616592,1.259405498431237,4,2,3,3,3,4,0.8656144145442943,1.437384884128902,1.27608194629189,4.0288092050438955,0.6993988973101195,0.9635893290937023,1.1677563367112007,1.7956708968725237,2.5220557512749653,6.34185379723021,3.022507746556761,5.010048693881837,2.8003766210702596,2.56638557548856,4.397710789920976,5.088006747804682,9.551304134281516,13.114489544953862,0.027027028,0.13513513,0.067567565,0.08783784,0.01010101,0.018518519,0.17729042,0.16201676,0.15769103,0.12413941,0.16178322,0.13952403,3.299442414314516,4.515026461693549,8.3740234375,15.768408587598426,24.48874080882353,45.17337328767123,-0.13663441,-0.1207535,-0.18821631,-0.18319307,-0.31278577,-0.32334802,0.67622405,0.707593,0.566067,0.47157803,0.45782498,0.34762418,134.529,SMC_008.wav,smc_mirum
8,2.2857142857142856,2.4615384615384617,2.769230769230769,2.88,3.4186046511627906,5.425925925925926,0.6998542122237652,0.8426500884694864,0.7994080650317895,0.8634813257969162,0.9457999724494304,1.8419177993868827,2,2,2,2,3,6,2.196275506847744,3.1866524816829305,4.252665475044082,10.26762248442396,17.864963484569543,18.207099564670706,1.9822460559677257,1.9527825610664928,3.4428179956366294,6.127520542021594,11.992146538282718,13.21376496840769,1.397960587521116,0.6500755256127687,0.6353061562025277,0.524450908668105,1.6288187118417934,2.713495424249208,0.13513513,0.24324325,0.25675675,0.23648648,0.21212122,0.1026936,0.109586865,0.0902234,0.038500678,0.021411818,0.01951666,0.016938265,5.035991053427419,5.20964591733871,8.88671875,17.294383612204726,34.959788602941174,45.17337328767123,-0.047467414,0.06295109,0.048900593,0.017209101,-0.0075927484,-0.01126643,0.765936,0.71901536,0.77012205,0.7232374,0.667802,0.38414517,55.625,SMC_009.wav,smc_mirum
9,2.4285714285714284,2.4285714285714284,3.7777777777777777,3.1739130434782608,2.8627450980392157,4.260869565217392,0.49487165930539356,0.49487165930539356,1.4740554623801778,1.7358665024067068,1.2370047290656865,1.6120216303170238,2,2,2,2,2,4,2.8750095166020553,2.126810374536653,2.0085720200826476,1.735661127413113,1.9515825359582577,3.739481751314926,1.6765997148337144,1.8580552093956575,2.0862818802174825,3.4054778223226183,5.7913064621856085,8.88489318697353,1.2749657445547333,1.6451629994451076,2.1578142970584278,4.400856267077803,6.688643451659516,6.141819774352474,0.2972973,0.2972973,0.0945946,0.06081081,0.037037037,0.028619528,0.10406994,0.121111535,0.09234532,0.100683466,0.09567979,0.045653645,4.515026461693549,4.515026461693549,6.494140625,12.038247416338583,29.555376838235293,42.30789811643835,-0.029003311,-0.08281805,-0.06272542,-0.13234049,-0.13472892,-0.02438505,0.6808353,0.6943677,0.5586858,0.4906427,0.48740157,0.40452555,76.628,SMC_010.wav,smc_mirum
