4573,0.34140778
5555,0.28141254
4670,0.34447572
4321,0.23781249
4866,0.4633978
4887,0.40042612
987,0.35191298
3021,0.29411343
5121,0.32144606
3164,0.44642764
5057,0.34312066
6600,0.33798575
2207,0.29006505
2131,0.22678128
817,0.26311246
4031,0.34235078
5814,0.31473237
4892,0.41133553
442,0.5410832
2841,0.34112835
1104,0.3662838
3646,0.31449512
3134,0.393558
4376,0.23115616
3338,0.24596958
5798,0.28483397
50,0.2861264
6135,0.35443708
2722,0.29280695
3306,0.3826407
4860,0.29005384
3217,0.27850065
1596,0.27569056
1097,0.33526877
1254,0.31154677
4160,0.46048707
3652,0.25287464
2969,0.2500528
489,0.32636958
5743,0.4204874
1246,0.43477497
5698,0.38380247
1240,0.26866144
1736,0.2361968
3658,0.25050822
3157,0.45323357
4762,0.32116276
2458,0.27389535
989,0.3861254000000001
3952,0.2747281
2632,0.2343289
5021,0.19625469
2534,0.31113312
1350,0.31945422
4044,0.29537717
421,0.34284076
2483,0.27831316
5947,0.42073658
467,0.33943716
4881,0.2860711
5986,0.49869537
2706,0.24908395
5751,0.25928813
2818,0.3942516
607,0.2253065
1810,0.2438534
1551,0.2936695
743,0.2747366
2104,0.23444504
1531,0.36423185
2063,0.4336855
5840,0.24337055
3951,0.27522907
9,0.31860298
3506,0.39823288
1457,0.31575534
6639,0.2709302
1932,0.2589918
610,0.39423504
5707,0.44578055
3513,0.47486064
1114,0.3732937
3030,0.32686052
557,0.22129631
5885,0.35224786
2034,0.39342833
24,0.30783817
5652,0.55934423
2167,0.28694063
4972,0.30852574
5472,0.270165
4856,0.35628778
1513,0.35716453
6077,0.3332211
3190,0.42913255
5994,0.35581687
815,0.24418372
1194,0.28990190000000005
4839,0.36734924
2138,0.39805365
4069,0.5379101
1493,0.30283649999999995
1569,0.26353985
3914,0.2834535
404,0.33320573
5414,0.26490638
2834,0.34826988
776,0.24966672
1318,0.33601770000000003
2326,0.35186237
2530,0.34776163
927,0.4528917000000001
3583,0.31613433
3758,0.34873843
5107,0.3898759
5156,0.521949
4190,0.40915167
2586,0.36545473
3955,0.28797925
984,0.2597256
5881,0.53653586
3805,0.38838986
1944,0.3684073
4610,0.31788287
5953,0.33019453
1051,0.32964602
3807,0.28155276
4360,0.31273225
75,0.25166222
4800,0.2776446
4741,0.24341744
2403,0.32476437
333,0.3945763
1272,0.31363964
1773,0.30679944
5886,0.30360168
3604,0.3361302
3349,0.49984354
5194,0.35137504
5662,0.23452583
5713,0.29448187
1817,0.33774316
502,0.23857549
4176,0.3093901
6285,0.24002111
2557,0.4140089
461,0.266386
6081,0.30034
3210,0.24312252
1865,0.37020966
5957,0.52059364
1756,0.31729645
3701,0.31799242
391,0.36391118
4773,0.35500464
4410,0.22845937
509,0.34336385
6042,0.32887940000000004
4211,0.31339583
2002,0.3593539
980,0.36102986
3018,0.2988617
5296,0.31007567
5950,0.4772983
3483,0.30534783
